,Vtest,Vrecon,BV0,BV1,BH0,BH1,W00,W01,W10,W11,epoch,trainingstep,analogZero,DA0,DV0,DV1,DH0,DH1,RA0,RV0,RV1,RH0,RH1,aV0,aV1,aH0,aH1,MSE
10,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1]]",0,1,4,3,-1,-1,4,1,4,9,1.9711355311355312,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.9677509157509159,1.9724249084249086,1.9745201465201467,1.9762930402930403,0.8121320343559641
11,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 0], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0]]",-1,1,4,3,-2,-2,4,1,5,10,1.9712967032967035,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9675897435897438,1.9743589743589745,1.9721025641025642,1.9745201465201467,0.8535533905932737
12,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1]]",-1,1,4,3,-2,-2,4,1,5,11,1.9709743589743591,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.963882783882784,1.9721025641025642,1.9770989010989013,1.9762930402930403,0.7949747468305832
13,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [1, 1]]",0,1,4,3,-1,-1,4,1,6,12,1.9721025641025642,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.9642051282051283,1.9724249084249086,1.9746813186813188,1.9750036630036631,0.8914213562373096
14,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0]]",-1,1,4,2,-2,-2,4,0,6,13,1.9690402930402933,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.9696849816849817,1.9712967032967035,1.97403663003663,1.974842490842491,0.782842712474619
15,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1]]",-1,2,4,2,-2,-2,5,1,7,14,1.9685567765567766,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.9651721611721613,1.9725860805860806,1.973875457875458,1.9737142857142858,0.7035533905932738
16,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0]]",-2,2,4,3,-3,-2,5,2,7,15,1.969846153846154,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.96581684981685,1.9737142857142858,1.9724249084249086,1.9703296703296704,0.6949747468305832
17,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",-2,2,4,3,-3,-2,5,2,8,16,1.9706520146520148,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.9622710622710624,1.9761318681318683,1.9746813186813188,1.9780659340659341,0.715685424949238
18,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1]]",-1,1,4,3,-2,-1,4,1,8,17,1.9704908424908427,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.9625934065934068,1.9762930402930403,1.9762930402930403,1.9770989010989013,0.7914213562373096
19,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 0], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0]]",-2,1,4,3,-3,-2,4,1,9,18,1.9709743589743591,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9645274725274726,1.97403663003663,1.9701684981684984,1.9741978021978024,0.7535533905932738
20,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1]]",-2,1,4,3,-3,-2,4,1,9,19,1.9704908424908427,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.9616263736263737,1.9719413919413922,1.976937728937729,1.9754871794871796,0.815685424949238
21,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",-2,1,4,3,-3,-2,4,1,10,20,1.9709743589743591,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.9627545787545788,1.9722637362637363,1.975809523809524,1.9751648351648352,0.7449747468305833
22,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0]]",-2,1,4,3,-3,-2,4,1,10,21,1.9706520146520148,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.961787545787546,1.973875457875458,1.973875457875458,1.975809523809524,0.7242640687119286
23,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 0], [1, 1], [0, 1], [1, 1]]",-1,1,4,3,-2,-1,4,1,11,22,1.9724249084249086,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.9524395604395606,1.961787545787546,1.976776556776557,1.976776556776557,0.8328427124746189
24,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1]]",-1,1,4,4,-2,-1,4,2,11,23,1.9714578754578755,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.9654945054945057,1.9735531135531137,1.9745201465201467,1.9754871794871796,0.7621320343559643
25,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0]]",-1,1,3,4,-3,-1,3,2,12,24,1.9704908424908427,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9661391941391944,1.9733919413919416,1.9724249084249086,1.976937728937729,0.782842712474619
26,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 1], [0, 0], [1, 1], [0, 0], [1, 1]]",0,1,2,4,-3,0,2,2,12,25,1.972747252747253,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.9637216117216119,1.9737142857142858,1.972908424908425,1.9791941391941392,0.9
27,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 1]]",0,1,3,4,-3,0,3,2,13,26,1.968879120879121,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.9661391941391944,1.9711355311355312,1.9696849816849817,1.977904761904762,0.982842712474619
28,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0]]",-1,1,2,4,-4,-1,2,2,13,27,1.9703296703296704,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9704908424908427,1.9703296703296704,1.9669450549450551,1.9785494505494508,0.9035533905932738
29,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1]]",-1,1,1,4,-4,-1,1,2,14,28,1.9711355311355312,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.9683956043956046,1.9696849816849817,1.9708131868131868,1.9790329670329672,0.8742640687119285
30,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[1, 1], [0, 0], [1, 1], [0, 0], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 0], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [1, 1]]",0,1,1,4,-3,0,1,2,14,29,1.9690402930402933,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.9633992673992675,1.9695238095238097,1.968717948717949,1.976937728937729,0.8707106781186548
31,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 0], [1, 1], [0, 0], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 0], [1, 0], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 0], [0, 0], [1, 1], [0, 0]]",0,0,1,4,-3,0,1,1,15,30,1.9708131868131868,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.9732307692307693,1.9674285714285715,1.9621098901098903,1.977904761904762,0.9414213562373096
32,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[1, 1], [0, 0], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [1, 1]]",0,1,1,4,-3,0,2,2,15,31,1.9704908424908427,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.9719413919413922,1.96581684981685,1.9708131868131868,1.9761318681318683,0.9207106781186548
33,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[1, 1], [1, 0], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 1], [0, 1], [1, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 1]]",1,1,2,4,-2,1,3,2,16,32,1.9711355311355312,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.9685567765567766,1.9719413919413922,1.9695238095238097,1.976937728937729,0.9
34,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 0], [1, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 1], [0, 1]]",0,1,1,4,-3,0,2,2,16,33,1.968717948717949,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9753260073260075,1.9704908424908427,1.968717948717949,1.9787106227106228,0.9621320343559644
35,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[1, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1]]",1,2,1,4,-2,1,3,3,17,34,1.9693626373626374,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.9671062271062272,1.9696849816849817,1.9677509157509159,1.9764542124542126,1.0
36,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 0], [1, 1], [1, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 0]]",0,2,2,4,-2,0,4,3,17,35,1.9692014652014653,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.9709743589743591,1.9759706959706962,1.9661391941391944,1.9822564102564104,0.9621320343559642
37,"[[1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1]]",-1,2,2,4,-3,-1,4,3,18,36,1.9712967032967035,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.970007326007326,1.9711355311355312,1.9695238095238097,1.9787106227106228,0.9242640687119286
