,Vtest,Vrecon,BV0,BV1,BH0,BH1,W00,W01,W10,W11,epoch,trainingstep,analogZero,DA0,DV0,DV1,DH0,DH1,RA0,RV0,RV1,RH0,RH1,aV0,aV1,aH0,aH1,MSE
10,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 0], [1, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 0], [0, 0], [1, 1], [0, 0]]",-5,-2,0,1,-3,3,1,4,4,9,1.9682344322344323,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9719413919413922,1.9677509157509159,1.964849816849817,1.981934065934066,0.9414213562373096
11,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[1, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1]]",-5,-1,0,1,-3,3,2,5,5,10,1.9695238095238097,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.9677509157509159,1.9682344322344323,1.9685567765567766,1.9730695970695973,0.882842712474619
12,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1]]",-5,-1,1,1,-3,3,3,5,5,11,1.9716190476190478,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.96581684981685,1.9712967032967035,1.9677509157509159,1.9783882783882785,0.9449747468305831
13,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0]]",-5,-1,0,1,-4,3,2,5,6,12,1.9696849816849817,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9683956043956046,1.9706520146520148,1.9661391941391944,1.981772893772894,0.8742640687119284
14,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",-5,0,0,1,-4,3,3,6,6,13,1.9690402930402933,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.9650109890109893,1.972908424908425,1.9696849816849817,1.97403663003663,0.7656854249492381
15,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1]]",-5,-1,1,1,-4,3,3,5,7,14,1.9722637362637363,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.9632380952380954,1.9775824175824177,1.968879120879121,1.9801611721611723,0.9656854249492379
16,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 0], [0, 1], [0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0]]",-5,-1,0,1,-5,3,2,5,7,15,1.968879120879121,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9680732600732602,1.9704908424908427,1.9651721611721613,1.9820952380952381,0.915685424949238
17,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 0], [1, 1]]",-4,0,-1,1,-5,4,2,6,8,16,1.9716190476190478,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.9621098901098903,1.9721025641025642,1.968717948717949,1.9737142857142858,0.9742640687119284
18,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1]]",-4,0,-1,1,-5,4,2,6,8,17,1.969846153846154,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.9642051282051283,1.9761318681318683,1.965978021978022,1.9783882783882785,0.9742640687119286
19,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",-5,0,-1,1,-5,3,2,6,9,18,1.9712967032967035,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.970007326007326,1.9732307692307693,1.9584029304029305,1.9845128205128206,0.7035533905932738
20,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1]]",-5,0,0,1,-5,3,3,6,9,19,1.9721025641025642,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.9616263736263737,1.9743589743589745,1.9664615384615385,1.9796776556776559,0.765685424949238
21,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",-5,0,-1,1,-5,3,2,6,10,20,1.9712967032967035,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.9616263736263737,1.9772600732600734,1.9683956043956046,1.9796776556776559,0.7949747468305832
22,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",-6,0,-1,1,-5,2,2,6,10,21,1.9703296703296704,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.9692014652014653,1.9737142857142858,1.9584029304029305,1.9827399267399268,0.7242640687119286
23,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1]]",-5,0,-1,1,-5,3,2,6,11,22,1.97403663003663,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.9593699633699635,1.9753260073260075,1.965978021978022,1.9787106227106228,0.7449747468305833
24,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",-5,0,-1,1,-5,3,2,6,11,23,1.9716190476190478,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.9611428571428573,1.97403663003663,1.9664615384615385,1.978871794871795,0.7656854249492381
25,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",-5,0,-1,1,-5,3,2,6,12,24,1.9701684981684984,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.9683956043956046,1.9725860805860806,1.956952380952381,1.983868131868132,0.7449747468305834
26,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1]]",-4,0,-1,1,-5,4,2,6,12,25,1.9730695970695973,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.9614652014652016,1.9750036630036631,1.9682344322344323,1.9796776556776559,0.8328427124746189
27,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1]]",-5,-1,-1,1,-5,3,2,5,13,26,1.9708131868131868,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.9666227106227108,1.9770989010989013,1.957919413919414,1.9827399267399268,0.8328427124746189
28,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 0]]",-6,-1,-1,1,-5,2,2,5,13,27,1.9706520146520148,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.9666227106227108,1.97178021978022,1.9595311355311356,1.9835457875457876,0.8535533905932737
29,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1]]",-6,0,-1,1,-5,2,3,6,14,28,1.9706520146520148,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.964688644688645,1.9704908424908427,1.9692014652014653,1.9709743589743591,0.7242640687119285
30,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [1, 1], [0, 0], [0, 1], [0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1]]",-5,-1,-1,1,-5,3,3,5,14,29,1.9703296703296704,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.9587252747252748,1.976937728937729,1.9654945054945057,1.979838827838828,0.8035533905932738
31,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [1, 1], [0, 0], [0, 1], [0, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 0]]",-6,-1,-1,1,-5,2,3,5,15,30,1.9724249084249086,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.9682344322344323,1.9714578754578755,1.9604981684981686,1.9835457875457876,0.8121320343559641
32,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1]]",-5,0,-2,1,-5,3,3,6,15,31,1.9653333333333334,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.964688644688645,1.970007326007326,1.9675897435897438,1.9724249084249086,0.7242640687119285
33,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",-5,0,-1,1,-5,3,4,6,16,32,1.972908424908425,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.9622710622710624,1.977904761904762,1.9663003663003664,1.978871794871795,0.7656854249492382
34,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",-6,0,-1,1,-5,2,4,6,16,33,1.9696849816849817,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.9703296703296704,1.9741978021978024,1.9630769230769232,1.9835457875457876,0.7449747468305834
35,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [1, 1]]",-6,0,-1,1,-5,2,4,6,17,34,1.9706520146520148,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.9590476190476191,1.9780659340659341,1.9677509157509159,1.9796776556776559,0.7949747468305832
36,"[[0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0]]","[[0, 1], [0, 1], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",-6,0,0,1,-5,2,5,6,17,35,1.9706520146520148,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.9604981684981686,1.9793553113553115,1.9675897435897438,1.976776556776557,0.8071067811865476
