,Vtest,Vrecon,BV0,BV1,BH0,BH1,W00,W01,W10,W11,epoch,trainingstep,analogZero,DA0,DV0,DV1,DH0,DH1,RA0,RV0,RV1,RH0,RH1,aV0,aV1,aH0,aH1,MSE
10,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0]]",-4,4,4,-2,-6,-19,-1,4,4,9,1.9693626373626374,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.965978021978022,1.9724249084249086,1.9621098901098903,1.945992673992674,0.9363961030678929
11,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1]]",-4,4,3,-3,-6,-19,-2,3,5,10,1.9725860805860806,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.9574358974358976,1.9703296703296704,1.969846153846154,1.9737142857142858,0.9071067811865475
12,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",-3,4,3,-3,-5,-19,-2,3,5,11,1.9696849816849817,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.9293919413919416,1.9708131868131868,1.9724249084249086,1.9663003663003664,0.9485281374238571
13,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1]]",-4,4,3,-3,-5,-19,-2,3,6,12,1.9703296703296704,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.967912087912088,1.9730695970695973,1.9563076923076925,1.942930402930403,0.9778174593052024
14,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0]]",-3,4,2,-4,-5,-19,-3,2,6,13,1.9696849816849817,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.9650109890109893,1.9701684981684984,1.9672673992673995,1.9692014652014653,0.865685424949238
15,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",-2,5,1,-5,-5,-19,-3,2,7,14,1.9695238095238097,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.9596923076923078,1.9667838827838828,1.9724249084249086,1.9669450549450551,0.9485281374238571
16,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",-2,6,2,-4,-5,-19,-2,3,7,15,1.9693626373626374,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9335824175824177,1.9701684981684984,1.9709743589743591,1.9653333333333334,0.8778174593052024
17,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",-1,6,2,-4,-5,-19,-2,3,8,16,1.9709743589743591,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.9627545787545788,1.9735531135531137,1.9640439560439562,1.9683956043956046,0.8571067811865476
18,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1]]",-1,5,2,-4,-5,-19,-2,3,8,17,1.969846153846154,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.970007326007326,1.9761318681318683,1.9559853479853482,1.9435750915750918,0.8778174593052024
19,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1]]",0,6,1,-5,-5,-19,-2,3,9,18,1.9695238095238097,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.961787545787546,1.969846153846154,1.9716190476190478,1.9675897435897438,0.9156854249492381
20,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [1, 1], [0, 1], [0, 1], [1, 1]]",1,6,1,-5,-4,-19,-2,3,9,19,1.9690402930402933,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.9642051282051283,1.9711355311355312,1.9711355311355312,1.964849816849817,0.782842712474619
21,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1]]",1,6,2,-4,-4,-19,-1,4,10,20,1.9716190476190478,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.9666227106227108,1.9716190476190478,1.9627545787545788,1.9683956043956046,0.8535533905932737
22,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1]]",1,6,2,-4,-4,-19,-1,4,10,21,1.9695238095238097,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.9721025641025642,1.97403663003663,1.9606593406593409,1.9421245421245423,0.8035533905932738
23,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",0,5,2,-4,-4,-19,-1,4,11,22,1.9690402930402933,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.9711355311355312,1.974842490842491,1.9603369963369965,1.941802197802198,0.9071067811865475
24,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 1], [0, 1], [1, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",0,6,2,-4,-4,-19,0,5,11,23,1.9725860805860806,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.9643663003663006,1.9714578754578755,1.9735531135531137,1.9683956043956046,0.815685424949238
25,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1]]",1,5,3,-4,-3,-19,0,5,12,24,1.9714578754578755,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.9642051282051283,1.9746813186813188,1.9672673992673995,1.9712967032967035,0.8242640687119286
26,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1]]",0,4,4,-4,-3,-19,0,5,12,25,1.9712967032967035,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.9683956043956046,1.9732307692307693,1.962915750915751,1.9432527472527474,0.8742640687119285
27,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 1], [0, 1], [0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [0, 1], [1, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1]]",0,4,3,-5,-3,-19,-1,4,13,26,1.9721025641025642,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.9661391941391944,1.9706520146520148,1.9712967032967035,1.9714578754578755,0.8242640687119286
28,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1]]",1,5,2,-5,-3,-19,-1,4,13,27,1.9701684981684984,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.9667838827838828,1.9701684981684984,1.9725860805860806,1.964849816849817,0.8328427124746192
29,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1]]",2,5,2,-5,-3,-19,-1,4,14,28,1.9708131868131868,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.967912087912088,1.9709743589743591,1.9674285714285715,1.9693626373626374,0.8621320343559642
30,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[1, 1], [1, 1], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 1]]",2,4,2,-5,-3,-19,-1,4,14,29,1.9696849816849817,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.9693626373626374,1.97178021978022,1.960820512820513,1.939868131868132,0.8914213562373096
31,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 0], [0, 1], [1, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 0], [0, 1], [1, 1], [1, 1], [1, 1], [0, 0]]",2,4,2,-5,-3,-19,-1,4,15,30,1.9692014652014653,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.9746813186813188,1.9725860805860806,1.9614652014652016,1.9406739926739929,0.8207106781186548
32,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[1, 1], [0, 1], [0, 0], [1, 1], [0, 1], [0, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 1], [1, 1]]",2,4,1,-6,-3,-19,-2,3,15,31,1.9719413919413922,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.97403663003663,1.9719413919413922,1.9667838827838828,1.9711355311355312,0.7207106781186547
33,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [0, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1]]",2,5,2,-5,-3,-19,-1,4,16,32,1.969846153846154,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9692014652014653,1.968879120879121,1.9667838827838828,1.9643663003663006,0.8328427124746192
34,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[1, 1], [0, 1], [1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1]]",1,5,3,-4,-3,-19,0,5,16,33,1.9692014652014653,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.9693626373626374,1.9733919413919416,1.9603369963369965,1.9405128205128206,0.782842712474619
35,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 0], [0, 1], [0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 0], [0, 1], [1, 1], [0, 1], [1, 1], [0, 0]]",1,4,2,-4,-4,-19,-1,5,17,34,1.9719413919413922,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.9683956043956046,1.9741978021978024,1.9635604395604398,1.9451868131868133,0.8121320343559641
36,"[[1, 0], [0, 1], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0]]","[[0, 1], [0, 1], [0, 0], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [0, 1], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1]]",0,4,2,-4,-4,-19,-1,5,17,35,1.9712967032967035,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.9692014652014653,1.9725860805860806,1.9590476190476191,1.9432527472527474,0.8242640687119286
