,Vtest,Vrecon,BV0,BV1,BH0,BH1,W00,W01,W10,W11,epoch,trainingstep,analogZero,DA0,DV0,DV1,DH0,DH1,RA0,RV0,RV1,RH0,RH1,aV0,aV1,aH0,aH1,MSE
10,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 0], [1, 0], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 0], [1, 0], [1, 1], [0, 0], [1, 1], [1, 0], [1, 0], [1, 1], [0, 0], [1, 1], [1, 0], [1, 1], [1, 0]]",4,-1,-5,-1,-7,-11,-3,-10,4,9,1.969846153846154,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.9746813186813188,1.9640439560439562,1.9334212454212456,1.9318095238095239,0.7414213562373095
11,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 0], [1, 0], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 0], [1, 0], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 0], [0, 0], [1, 1], [0, 0], [1, 1], [1, 0]]",3,-1,-5,-1,-7,-11,-3,-10,5,10,1.9671062271062272,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.9756483516483518,1.9654945054945057,1.9400293040293042,1.9395457875457878,0.7707106781186548
12,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[0, 0], [1, 1], [1, 0], [1, 0], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 0], [1, 0], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 1], [0, 0], [1, 1], [0, 0]]",2,0,-5,-1,-7,-11,-3,-10,5,11,1.9685567765567766,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.9721025641025642,1.9637216117216119,1.9522783882783885,1.9555018315018315,0.9414213562373096
13,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[0, 0], [1, 1], [0, 0], [1, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 0], [1, 0], [1, 1], [0, 0]]",2,1,-6,-2,-7,-11,-3,-10,6,12,1.9692014652014653,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.972747252747253,1.9677509157509159,1.9614652014652016,1.968717948717949,0.9707106781186547
14,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[0, 0], [1, 1], [0, 0], [1, 1], [1, 1], [1, 0], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 1], [1, 0], [1, 1], [0, 0], [1, 1], [1, 0], [1, 1], [1, 1], [0, 0]]",3,2,-6,-3,-7,-11,-3,-10,6,13,1.969846153846154,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.9711355311355312,1.9669450549450551,1.9593699633699635,1.967912087912088,0.9914213562373095
15,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 1], [1, 0], [1, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 1], [1, 1]]",3,3,-6,-4,-7,-11,-3,-10,7,14,1.968717948717949,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.9732307692307693,1.9683956043956046,1.9603369963369965,1.9677509157509159,0.95
16,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [1, 0], [1, 1], [1, 1], [1, 0], [1, 1], [1, 0], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [1, 0], [1, 1]]",4,3,-6,-4,-7,-11,-3,-10,7,15,1.968879120879121,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.9592087912087914,1.9543736263736264,1.957919413919414,1.9645274725274726,0.8707106781186548
17,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [1, 0], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1]]",4,4,-6,-4,-7,-11,-3,-10,8,16,1.9696849816849817,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.9590476190476191,1.9546959706959708,1.9624322344322345,1.9653333333333334,0.95
18,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]",4,5,-6,-4,-7,-11,-3,-10,8,17,1.9666227106227108,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.9616263736263737,1.9556630036630038,1.9592087912087914,1.964849816849817,1.0207106781186548
19,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1]]",3,5,-6,-4,-7,-11,-3,-10,9,18,1.9683956043956046,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.9753260073260075,1.9733919413919416,1.9416410256410257,1.9353553113553115,0.9707106781186547
20,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1]]",3,5,-6,-4,-7,-11,-3,-10,9,19,1.9703296703296704,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.97403663003663,1.9722637362637363,1.9445421245421246,1.9361611721611722,1.0621320343559644
21,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 1]]",2,5,-6,-4,-7,-11,-3,-10,10,20,1.9690402930402933,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.972908424908425,1.972908424908425,1.9426080586080587,1.9364835164835166,0.9621320343559644
22,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 0]]",2,5,-6,-4,-7,-11,-3,-10,10,21,1.9712967032967035,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.9737142857142858,1.9730695970695973,1.9434139194139195,1.9356776556776558,1.082842712474619
23,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 1]]",2,5,-6,-4,-7,-11,-3,-10,11,22,1.9692014652014653,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.97178021978022,1.9722637362637363,1.9414798534798536,1.936967032967033,1.1035533905932737
24,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0]]",1,5,-6,-4,-7,-11,-3,-10,11,23,1.9703296703296704,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.969846153846154,1.9730695970695973,1.9432527472527474,1.9340659340659343,1.032842712474619
25,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[0, 1], [1, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1]]",2,5,-6,-4,-7,-11,-3,-10,12,24,1.9706520146520148,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.9703296703296704,1.9725860805860806,1.9546959706959708,1.950827838827839,0.9707106781186547
26,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1]]",2,6,-6,-4,-7,-11,-3,-10,12,25,1.9693626373626374,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.97178021978022,1.9719413919413922,1.957758241758242,1.9661391941391944,1.0035533905932739
27,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1]]",2,7,-6,-4,-7,-11,-3,-10,13,26,1.9716190476190478,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.9575970695970697,1.957919413919414,1.9584029304029305,1.9671062271062272,0.982842712474619
28,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1]]",2,7,-6,-3,-7,-11,-3,-10,13,27,1.968879120879121,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9575970695970697,1.960820512820513,1.95985347985348,1.964849816849817,0.982842712474619
29,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1]]",2,8,-6,-3,-7,-11,-3,-10,14,28,1.968717948717949,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.958886446886447,1.960981684981685,1.9600146520146522,1.9666227106227108,1.032842712474619
30,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1]]",3,9,-6,-3,-7,-11,-3,-10,14,29,1.9685567765567766,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.9590476190476191,1.960981684981685,1.9505054945054947,1.956952380952381,1.032842712474619
31,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 1]]",3,9,-6,-3,-7,-11,-3,-10,15,30,1.9701684981684984,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.9600146520146522,1.9627545787545788,1.9503443223443224,1.9519560439560442,1.0035533905932739
32,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1]]",3,9,-6,-3,-7,-11,-3,-10,15,31,1.968717948717949,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.9592087912087914,1.963882783882784,1.9496996336996337,1.9526007326007326,1.032842712474619
33,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1]]",3,10,-6,-3,-7,-11,-3,-10,16,32,1.9682344322344323,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.9613040293040294,1.9630769230769232,1.9566300366300367,1.9663003663003664,1.032842712474619
34,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]",4,9,-6,-3,-7,-11,-3,-10,16,33,1.9701684981684984,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.9603369963369965,1.9656556776556777,1.9511501831501832,1.948732600732601,0.9914213562373095
35,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1]]",4,9,-6,-3,-7,-11,-3,-10,17,34,1.9696849816849817,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.95985347985348,1.9642051282051283,1.9542124542124544,1.9524395604395606,0.9914213562373095
36,"[[1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 0]]","[[1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1]]",4,8,-6,-3,-7,-11,-3,-10,17,35,1.9683956043956046,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.9756483516483518,1.9793553113553115,1.9422857142857144,1.9366446886446889,0.9414213562373096
